Bouquets, Product Name ,Design,Lenght/ cm,Bouquet Lenght / inches,Box type,units / Box,Stems / Bouquet,Price by,DSD Fedex,DSD Fedex HIGH SEASON
Dried & Preserved,Dried BQT Lush Botanicals Mix,"Blush, Bleach, Twiligth, Shine, Sky, Velvet, Sangria, Golden",50,19.9,HB,24,12,Price by bouquet,$9.77,$11.10
Dried & Preserved,Dried BQT Lush Botanicals Mix,"Blush, Bleach, Twiligth, Shine, Sky, Velvet, Sangria, Golden",50,19.9,BB,14.4,12,Price by bouquet,$10.05,$11.33
Dried & Preserved,Dried BQT Lush Botanicals Mix,"Blush, Bleach, Twiligth, Shine, Sky, Velvet, Sangria, Golden",50,19.9,1/8C,6,12,Price by bouquet,$12.96,$14.38
Dried & Preserved,Dried BQT Lush Botanicals Mix,"Blush, Bleach, Twiligth, Shine, Sky, Velvet, Sangria, Golden",50,19.9,GB-M,4,12,Price by bouquet,$13.79,$15.06
Dried & Preserved,SemiFresh Willow Wreath Noel,Circle,40,15.9,HB,7,,Price by wreath,$30.37,$34.47
Dried & Preserved,SemiFresh Willow Wreath Shine,Circle,40,15.9,HB,7,,Price by wreath,$30.37,$34.47
Dried & Preserved,SemiFresh Willow Wreath Twinkle,Circle,40,15.9,HB,7,,Price by wreath,$30.37,$34.47
Dried & Preserved,Lunaria (any colour),,50,19.9,HB,48,5,Price by bunch,$7.09,$8.09
Dried & Preserved,Lunaria (any colour),,50,19.9,BB,24,5,Price by bunch,$7.63,$8.64
Dried & Preserved,Lunaria (any colour),,50,19.9,1/8C,12,5,Price by bunch,$8.70,$9.74
Dried & Preserved,Orchad (any colour),,60,23.8,HB,85,35,Price by bunch,$5.89,$6.74
Dried & Preserved,Orchad (any colour),,60,23.8,BB,40,35,Price by bunch,$6.27,$7.14
Dried & Preserved,Orchad (any colour),,60,23.8,1/8C,22,35,Price by bunch,$6.72,$7.59
Dried & Preserved,Oats (any colour),,60,23.8,HB,80,30,Price by bunch,$5.95,$6.81
Dried & Preserved,Oats (any colour),,60,23.8,BB,40,30,Price by bunch,$6.27,$7.14
Dried & Preserved,Oats (any colour),,60,23.8,1/8C,20,30,Price by bunch,$6.91,$7.79
Dried & Preserved,Thypa (any colour),,50,19.9,HB,100,30,Price by bunch,$5.73,$6.57
Dried & Preserved,Thypa (any colour),,50,19.9,BB,50,30,Price by bunch,$5.99,$6.83
Dried & Preserved,Thypa (any colour),,50,19.9,1/8C,25,30,Price by bunch,$6.50,$7.35
Dried & Preserved,Eucalyptus preserved natural,,60,23.8,HB,48,4-5,Price by bunch,$8.08,$9.22
Dried & Preserved,Eucalyptus preserved natural,,60,23.8,BB,24,4-5,Price by bunch,$8.62,$9.77
Dried & Preserved,Eucalyptus preserved natural,,60,23.8,1/8C,12,4-5,Price by bunch,$9.69,$10.87
Dried & Preserved,Eucalyptus preserved burgundy,,60,23.8,HB,48,4-5,Price by bunch,$8.08,$9.22
Dried & Preserved,Eucalyptus preserved burgundy,,60,23.8,BB,24,4-5,Price by bunch,$8.62,$9.77
Dried & Preserved,Eucalyptus preserved burgundy,,60,23.8,1/8C,12,4-5,Price by bunch,$9.69,$10.87
Dried & Preserved,Bunny Tail (any colour),,50,19.9,HB,105,35,Price by bunch,$5.68,$6.51
Dried & Preserved,Bunny Tail (any colour),,50,19.9,BB,45,35,Price by bunch,$6.11,$6.96
Dried & Preserved,Bunny Tail (any colour),,50,19.9,1/8C,22,35,Price by bunch,$6.72,$7.59
Dried & Preserved,Gypsophila (any colour),,50,19.9,HB,28,6-8,Price by bunch,$9.40,$10.70
Dried & Preserved,Gypsophila (any colour),,50,19.9,BB,18,6-8,Price by bunch,$9.42,$10.65
Dried & Preserved,Gypsophila (any colour),,50,19.9,1/8,8,6-8,Price by bunch,$10.27,$11.41
Dried & Preserved,Spikes (any colour),,50,19.9,HB,50,40,Price by bunch,$6.62,$7.55
Dried & Preserved,Spikes (any colour),,50,19.9,BB,25,40,Price by bunch,$7.13,$8.08
Dried & Preserved,Spikes (any colour),,50,19.9,1/8C,12,40,Price by bunch,$8.30,$9.28
Dried & Preserved,Linum (any colour),,60,23.8,HB,70,25-30,Price by bunch,$6.11,$6.99
Dried & Preserved,Linum (any colour),,60,23.8,BB,34,25-30,Price by bunch,$6.53,$7.42
Dried & Preserved,Linum (any colour),,60,23.8,1/8C,15,25-30,Price by bunch,$7.60,$8.53
Dried & Preserved,Craspedia (any colour),,50,19.9,HB,80,10,Price by bunch,$6.35,$7.27
Dried & Preserved,Craspedia (any colour),,50,19.9,QB,40,10,Price by bunch,$6.51,$7.41
Dried & Preserved,Craspedia (any colour),,50,19.9,1/8C,20,10,Price by bunch,$7.31,$8.25
Dried & Preserved,Dried Washingtonia round palm,,90,35.7,HB,25,1,Price by stem,$8.04,$9.12
Dried & Preserved,Dried Washingtonia round palm,,90,35.7,QB,12,1,Price by stem,$8.73,$9.77
Dried & Preserved,Dried Washingtonia heart palm,,90,35.7,HB,25,1,Price by stem,$8.04,$9.12
Dried & Preserved,Dried Washingtonia heart palm,,90,35.7,QB,12,1,Price by stem,$8.73,$9.77
Dried & Preserved,Spear Palm Fall,,55,21.8,HB,60,1,Price by stem,$5.97,$6.81
Dried & Preserved,Spear Palm Fall,,55,21.8,QB,40,1,Price by stem,$5.76,$6.54
Dried & Preserved,Spear Palm Fall,,55,21.8,1/8C,25,1,Price by stem,$6.15,$6.94
Dried & Preserved,Dried Sago palm bleached,,80,31.8,HB,60,5,Price by stem,$3.76,$4.27
Dried & Preserved,Dried Sago palm bleached,,80,31.8,QB,30,5,Price by stem,$3.98,$4.46
Dried & Preserved,Dried Sago palm bleached,,80,31.8,1/8,15,5,Price by stem,$4.43,$4.88
Dried & Preserved,Dried Pampas Fat Natural,,90,35.7,QB,150,10,Price by stem,$1.28,$1.44
Dried & Preserved,Dried Pennisetum bleached,,60-70,23.8,1/8C,200,10,Price by stem,$0.38,$0.43
Dried & Preserved,Dried Pennisetum Xmass,,60-70,23.8,1/8C,200,10,Price by stem,$0.38,$0.43
Dried & Preserved,Gorso Xmass,,80,23.8,HB,200,5,Price by stem,$0.79,$0.89
Dried & Preserved,Gorso Xmass,,80,31.8,QB,100,5,Price by stem,$0.86,$0.95
Dried & Preserved,Gorso Xmass,,80,31.8,1/8,50,5,Price by stem,$1.00,$1.08
Dried & Preserved,Dried Banana Leaf upright red,,80,31.8,HB,200,5,Price by stem,$0.79,$0.89
Dried & Preserved,Dried Banana Leaf upright red,,80,31.8,BB,100,5,Price by stem,$0.92,$1.03
Dried & Preserved,Dried Banana Leaf upright red,,80,31.8,1/8,50,5,Price by stem,$1.00,$1.08
Dried & Preserved,Dried Ginger pink,,50,19.9,HB,200,5,Price by stem,$0.72,$0.81
Dried & Preserved,Dried Ginger pink,,50,19.9,QB,100,5,Price by stem,$0.79,$0.87
Dried & Preserved,Dried Ginger pink,,50,19.9,1/8c,50,5,Price by stem,$1.11,$1.21
Dried & Preserved,Jungle Apple L,,15,6.0,HB,12,1,Price by stem,$13.64,$15.41
Dried & Preserved,Jungle Apple L,,15,6.0,BB,6,1,Price by stem,$15.78,$17.61
Dried & Preserved,caryota dry bleached L,,50,19.9,HB,5,1,Price by stem,$21.93,$24.58
Dried & Preserved,caryota dry bleached M,,40,15.9,HB,12,1,Price by stem,$12.94,$14.61
Dried & Preserved,caryota dry bleached M,,40,15.9,BB,6,1,Price by stem,$15.08,$16.81
Dried & Preserved,caryota dry red S,,30,11.9,BB,30,1,Price by stem,$7.38,$8.38
Dried & Preserved,caryota dry red S,,30,11.9,1/8C,15,1,Price by stem,$8.22,$9.24
Dried & Preserved,chili fat pick*1 (any colour),,50,19.9,HB,144,3,Price by pick,$0.87,$0.98
Dried & Preserved,chili fat pick*1 (any colour),,50,19.9,QB,72,3,Price by pick,$0.96,$1.06
Dried & Preserved,chili fat pick*1 (any colour),,50,19.9,1/8,36,3,Price by pick,$1.15,$1.23
Dried & Preserved,Loafa Sponge pick*1 (any colour),,50,19.9,HB,300,5,Price by pick,$0.74,$0.84
Dried & Preserved,Loafa Sponge pick*1 (any colour),,50,19.9,QB,150,5,Price by pick,$0.78,$0.87
Dried & Preserved,Loafa Sponge pick*1 (any colour),,50,19.9,1/8,50,5,Price by pick,$1.09,$1.19
Dried & Preserved,Loafa Pick*1 Orange Halloween,,50,19.9,HB,300,5,Price by pick,$0.74,$0.84
Dried & Preserved,Loafa Pick*1 Orange Halloween,,50,19.9,QB,150,5,Price by pick,$0.78,$0.87
Dried & Preserved,Loafa Pick*1 Orange Halloween,,50,19.9,1/8,50,5,Price by pick,$1.09,$1.19
Dried & Preserved,Pennycress bleach,,60,23.8,HB,48,10,Price by bunch,$7.09,$8.09
Dried & Preserved,Pennycress bleach,,60,23.8,BB,24,10,Price by bunch,$7.63,$8.64
Dried & Preserved,Pennycress bleach,,60,23.8,1/8C,12,10,Price by bunch,$8.70,$9.74
Dried & Preserved,Andean Aster (any colour),,60,23.8,HB,70,45050,Price by bunch,$6.11,$6.99
Dried & Preserved,Andean Aster (any colour),,60,23.8,BB,35,45050,Price by bunch,$6.48,$7.37
Dried & Preserved,Andean Aster (any colour),,60,23.8,1/8,15,45050,Price by bunch,$6.99,$7.83
Dried & Preserved,Limonium bunch*10 (any colour),,50,19.9,HB,40,10,Price by bunch,$7.75,$8.83
Dried & Preserved,Limonium bunch*10 (any colour),,50,19.9,BB,20,10,Price by bunch,$8.39,$9.49
Dried & Preserved,Limonium bunch*10 (any colour),,50,19.9,1/8,10,10,Price by bunch,$8.75,$9.74
Dried & Preserved,Redwood Grace Wreath,"Redwood Grace, Earthbound Elegance",39,15.5,HB,5,,Price by wreath,$37.89,$42.94
Dried & Preserved,Earthbound Elegance Wreath,"Redwood Grace, Earthbound Elegance",39,15.5,HB,5,,Price by wreath,$37.89,$42.94
Dried & Preserved,Rudolf Golden Fresh Wreath,"Rudolf, Comet, Dasher",30,11.9,BB,18,,Price by wreath,$12.85,$14.60
Dried & Preserved,Comet Golden Fresh Wreath,"Rudolf, Comet, Dasher",30,11.9,BB,18,,Price by wreath,$12.85,$14.60
Dried & Preserved,Dasher Golden Fresh Wreath,"Rudolf, Comet, Dasher",30,11.9,BB,18,,Price by wreath,$12.85,$14.60
Dried & Preserved,Cielo Golden Dried Wreath,"Cielo, Eclipse, Bleached, Snow",30,11.9,BB,18,,Price by wreath,$14.51,$16.51
Dried & Preserved,Eclipse Golden Dried Wreath,"Cielo, Eclipse, Bleached, Snow",30,11.9,BB,18,,Price by wreath,$14.51,$16.51
Dried & Preserved,Bleached Golden Dried Wreath,"Cielo, Eclipse, Bleached, Snow",30,11.9,BB,18,,Price by wreath,$14.51,$16.51
Dried & Preserved,Snow Golden Dried Wreath,"Cielo, Eclipse, Bleached, Snow",30,11.9,BB,18,,Price by wreath,$14.51,$16.51
Dried & Preserved,Snow Gold Wood Box,"Snow Gold, Noel, Green Moss, Rose Red",14x14x7,-,BB,10,,Price by box,$18.51,$20.97
Dried & Preserved,Snow Gold Wood Box,"Snow Gold, Noel, Green Moss, Rose Red",14x14x7,-,GB-M,4,,Price by box,$20.50,$22.78
Dried & Preserved,Noel Wood Box,"Snow Gold, Noel, Green Moss, Rose Red",14x14x7,-,BB,10,,Price by box,$18.51,$20.97
Dried & Preserved,Noel Wood Box,"Snow Gold, Noel, Green Moss, Rose Red",14x14x7,-,GB-M,4,,Price by box,$20.50,$22.78
Dried & Preserved,Green Moss Wood Box,"Snow Gold, Noel, Green Moss, Rose Red",14x14x7,-,BB,10,,Price by box,$18.51,$20.97
Dried & Preserved,Green Moss Wood Box,"Snow Gold, Noel, Green Moss, Rose Red",14x14x7,-,GB-M,4,,Price by box,$20.50,$22.78
Dried & Preserved,Rose Red Wood Box,"Snow Gold, Noel, Green Moss, Rose Red",14x14x7,-,BB,10,,Price by box,$18.51,$20.97
Dried & Preserved,Rose Red Wood Box,"Snow Gold, Noel, Green Moss, Rose Red",14x14x7,-,GB-M,4,,Price by box,$20.50,$22.78
Dried & Preserved,"bismark palm round shape, natural/tinted",,90,35.7,HB,9,1,Price by stem,$17.49,$19.75
Dried & Preserved,ginger dry gold,,50,19.9,HB,200,5,Price by stem,$0.75,$0.85
Dried & Preserved,ginger dry gold,,50,19.9,QB,100,5,Price by stem,$0.82,$0.91
Dried & Preserved,ginger dry gold,,50,19.9,1/8,50,5,Price by stem,$0.96,$1.04
Dried & Preserved,Podocarpus bleached or Green,,40,15.9,HB,80,5,Price by stem,$1.70,$1.92
Dried & Preserved,Podocarpus bleached or Green,,40,15.9,QB,40,5,Price by stem,$1.86,$2.06
Dried & Preserved,Podocarpus bleached or Green,,40,15.9,1/8,20,5,Price by stem,$2.21,$2.38
Dried & Preserved,jungle apple gold L,,15,6.0,HB,12,1,Price by stem,$14.26,$16.13
Dried & Preserved,jungle apple gold M,,12,4.8,HB,18,1,Price by stem,$11.78,$13.37
Dried & Preserved,jungle apple gold S,,10,4.0,HB,21,1,Price by stem,$9.55,$10.84
