quarter,supplier,stem_name,stem_type,total_stems,quarterly_events,avg_stems_per_event,annual_total
3,Agrogana,Butterfly Ranunculus White - Grace,,355,672,0.5283,1250
4,Agrogana,Butterfly Ranunculus White - Grace,,465,641,0.7254,1250
1,Agrogana,Spray Rose Pink - Elva,,115,181,0.6354,1250
2,Agrogana,Spray Rose Pink - Elva,,365,720,0.5069,1250
3,Agrogana,Spray Rose Pink - Elva,,515,672,0.7664,1250
4,Agrogana,Spray Rose Pink - Elva,,255,641,0.3978,1250
2,Agrogana,Veronica Spray White,,445,720,0.6181,1240
3,Agrogana,Veronica Spray White,,345,672,0.5134,1240
4,Agrogana,Veronica Spray White,,450,641,0.702,1240
1,Agrogana,Anemone - Purple,,235,181,1.2983,1220
2,Agrogana,Anemone - Purple,,150,720,0.2083,1220
3,Agrogana,Anemone - Purple,,490,672,0.7292,1220
4,Agrogana,Anemone - Purple,,345,641,0.5382,1220
1,Agrogana,Butterfly Ranunculus Purple - Magical Chocolate,,105,181,0.5801,1205
2,Agrogana,Butterfly Ranunculus Purple - Magical Chocolate,,185,720,0.2569,1205
3,Agrogana,Butterfly Ranunculus Purple - Magical Chocolate,,355,672,0.5283,1205
4,Agrogana,Butterfly Ranunculus Purple - Magical Chocolate,,560,641,0.8736,1205
1,Agrogana,Carnation White - Polar Route,,70,181,0.3867,1205
2,Agrogana,Carnation White - Polar Route,,140,720,0.1944,1205
3,Agrogana,Carnation White - Polar Route,,855,672,1.2723,1205
4,Agrogana,Carnation White - Polar Route,,140,641,0.2184,1205
1,Agrogana,Rose Hot Pink - Full Monty,,75,181,0.4144,1190
2,Agrogana,Rose Hot Pink - Full Monty,,280,720,0.3889,1190
3,Agrogana,Rose Hot Pink - Full Monty,,660,672,0.9821,1190
4,Agrogana,Rose Hot Pink - Full Monty,,175,641,0.273,1190
3,Agrogana,Spray Rose - White Majolica,,20,672,0.0298,1190
4,Agrogana,Spray Rose - White Majolica,,1170,641,1.8253,1190
1,Agrogana,Nigella White,,45,181,0.2486,1175
2,Agrogana,Nigella White,,175,720,0.2431,1175
3,Agrogana,Nigella White,,525,672,0.7813,1175
4,Agrogana,Nigella White,,430,641,0.6708,1175
1,Agrogana,Snapdragon Pink,Snapdragon,125,181,0.6906,1170
2,Agrogana,Snapdragon Pink,Snapdragon,525,720,0.7292,1170
3,Agrogana,Snapdragon Pink,Snapdragon,405,672,0.6027,1170
4,Agrogana,Snapdragon Pink,Snapdragon,115,641,0.1794,1170
1,Agrogana,Scabiosa Merlot,,50,181,0.2762,1165
2,Agrogana,Scabiosa Merlot,,190,720,0.2639,1165
3,Agrogana,Scabiosa Merlot,,350,672,0.5208,1165
4,Agrogana,Scabiosa Merlot,,575,641,0.897,1165
1,Agrogana,Snapdragon White,Snapdragon,225,181,1.2431,1160
2,Agrogana,Snapdragon White,Snapdragon,495,720,0.6875,1160
3,Agrogana,Snapdragon White,Snapdragon,360,672,0.5357,1160
4,Agrogana,Snapdragon White,Snapdragon,80,641,0.1248,1160
1,Agrogana,Rose Blush - Rhoslyn,,110,181,0.6077,1155
2,Agrogana,Rose Blush - Rhoslyn,,720,720,1,1155
3,Agrogana,Rose Blush - Rhoslyn,,145,672,0.2158,1155
4,Agrogana,Rose Blush - Rhoslyn,,180,641,0.2808,1155
1,Agrogana,Scabiosa Lilac - Focal Scoop,,65,181,0.3591,1135
2,Agrogana,Scabiosa Lilac - Focal Scoop,,540,720,0.75,1135
3,Agrogana,Scabiosa Lilac - Focal Scoop,,530,672,0.7887,1135
1,Agrogana,Statice Sinzil Pink,,115,181,0.6354,1135
2,Agrogana,Statice Sinzil Pink,,660,720,0.9167,1135
3,Agrogana,Statice Sinzil Pink,,250,672,0.372,1135
4,Agrogana,Statice Sinzil Pink,,110,641,0.1716,1135
2,Agrogana,Garden Rose Pink - Candy X-pression,,290,720,0.4028,1130
3,Agrogana,Garden Rose Pink - Candy X-pression,,770,672,1.1458,1130
4,Agrogana,Garden Rose Pink - Candy X-pression,,70,641,0.1092,1130
1,Agrogana,Stock Dark Purple,,260,181,1.4365,1125
2,Agrogana,Stock Dark Purple,,225,720,0.3125,1125
3,Agrogana,Stock Dark Purple,,295,672,0.439,1125
4,Agrogana,Stock Dark Purple,,345,641,0.5382,1125
1,Agrogana,Larkspur Purple,,125,181,0.6906,1120
2,Agrogana,Larkspur Purple,,430,720,0.5972,1120
3,Agrogana,Larkspur Purple,,445,672,0.6622,1120
4,Agrogana,Larkspur Purple,,120,641,0.1872,1120
1,Agrogana,Spray Rose - Blush - Creta,,75,181,0.4144,1110
2,Agrogana,Spray Rose - Blush - Creta,,785,720,1.0903,1110
3,Agrogana,Spray Rose - Blush - Creta,,175,672,0.2604,1110
4,Agrogana,Spray Rose - Blush - Creta,,75,641,0.117,1110
1,Agrogana,Rose Red - Freedom,,20,181,0.1105,1055
2,Agrogana,Rose Red - Freedom,,560,720,0.7778,1055
3,Agrogana,Rose Red - Freedom,,65,672,0.0967,1055
4,Agrogana,Rose Red - Freedom,,410,641,0.6396,1055
1,Agrogana,Delphinium - Soft Purple (70cm),,10,181,0.0552,1050
2,Agrogana,Delphinium - Soft Purple (70cm),,410,720,0.5694,1050
3,Agrogana,Delphinium - Soft Purple (70cm),,470,672,0.6994,1050
4,Agrogana,Delphinium - Soft Purple (70cm),,160,641,0.2496,1050
2,Agrogana,Ranunculus Yellow - Peach Pastello,,105,720,0.1458,1025
3,Agrogana,Ranunculus Yellow - Peach Pastello,,65,672,0.0967,1025
4,Agrogana,Ranunculus Yellow - Peach Pastello,,855,641,1.3339,1025
1,Agrogana,Butterfly Ranunculus - Eris,,65,181,0.3591,1020
2,Agrogana,Butterfly Ranunculus - Eris,,225,720,0.3125,1020
3,Agrogana,Butterfly Ranunculus - Eris,,470,672,0.6994,1020
4,Agrogana,Butterfly Ranunculus - Eris,,260,641,0.4056,1020
2,Agrogana,Rose Blush - Garden Spirit,,125,720,0.1736,990
3,Agrogana,Rose Blush - Garden Spirit,,10,672,0.0149,990
4,Agrogana,Rose Blush - Garden Spirit,,855,641,1.3339,990
1,Agrogana,Butterfly Ranunculus Orange - Charis,,25,181,0.1381,985
2,Agrogana,Butterfly Ranunculus Orange - Charis,,225,720,0.3125,985
3,Agrogana,Butterfly Ranunculus Orange - Charis,,575,672,0.8557,985
4,Agrogana,Butterfly Ranunculus Orange - Charis,,160,641,0.2496,985
1,Agrogana,Anemone Mistral Red,,40,181,0.221,980
2,Agrogana,Anemone Mistral Red,,370,720,0.5139,980
3,Agrogana,Anemone Mistral Red,,215,672,0.3199,980
4,Agrogana,Anemone Mistral Red,,355,641,0.5538,980
1,Agrogana,Statice Sinzil Lilae - Lavender,,45,181,0.2486,965
2,Agrogana,Statice Sinzil Lilae - Lavender,,460,720,0.6389,965
3,Agrogana,Statice Sinzil Lilae - Lavender,,400,672,0.5952,965
4,Agrogana,Statice Sinzil Lilae - Lavender,,60,641,0.0936,965
1,Agrogana,Delphinium Light Blue,,385,181,2.1271,895
2,Agrogana,Delphinium Light Blue,,260,720,0.3611,895
3,Agrogana,Delphinium Light Blue,,250,672,0.372,895
1,Agrogana,Butterfly Ranunculus Pink - Lycia,,190,181,1.0497,890
2,Agrogana,Butterfly Ranunculus Pink - Lycia,,390,720,0.5417,890
3,Agrogana,Butterfly Ranunculus Pink - Lycia,,170,672,0.253,890
4,Agrogana,Butterfly Ranunculus Pink - Lycia,,140,641,0.2184,890
1,Agrogana,Ranunculus Blush - Cloni Success Favola,,25,181,0.1381,865
2,Agrogana,Ranunculus Blush - Cloni Success Favola,,270,720,0.375,865
3,Agrogana,Ranunculus Blush - Cloni Success Favola,,80,672,0.119,865
4,Agrogana,Ranunculus Blush - Cloni Success Favola,,490,641,0.7644,865
1,Agrogana,Freesia White,,205,181,1.1326,860
2,Agrogana,Freesia White,,340,720,0.4722,860
3,Agrogana,Freesia White,,140,672,0.2083,860
4,Agrogana,Freesia White,,175,641,0.273,860
2,Agrogana,Rose Blush/champagne - Sprit,,100,720,0.1389,855
4,Agrogana,Rose Blush/champagne - Sprit,,755,641,1.1778,855
2,Agrogana,Solomio Blush - Cas,Solomio,325,720,0.4514,845
3,Agrogana,Solomio Blush - Cas,Solomio,325,672,0.4836,845
4,Agrogana,Solomio Blush - Cas,Solomio,195,641,0.3042,845
1,Agrogana,Nigella Light Blue,,285,181,1.5746,835
2,Agrogana,Nigella Light Blue,,160,720,0.2222,835
3,Agrogana,Nigella Light Blue,,345,672,0.5134,835
4,Agrogana,Nigella Light Blue,,45,641,0.0702,835
1,Agrogana,Rose Hot Pink - Mayra's Bright,Rose,185,181,1.0221,800
2,Agrogana,Rose Hot Pink - Mayra's Bright,Rose,335,720,0.4653,800
3,Agrogana,Rose Hot Pink - Mayra's Bright,Rose,20,672,0.0298,800
4,Agrogana,Rose Hot Pink - Mayra's Bright,Rose,260,641,0.4056,800
1,Agrogana,Rose Yellow - Catalina,,40,181,0.221,790
2,Agrogana,Rose Yellow - Catalina,,480,720,0.6667,790
3,Agrogana,Rose Yellow - Catalina,,265,672,0.3943,790
4,Agrogana,Rose Yellow - Catalina,,5,641,0.0078,790
1,Agrogana,Scabiosa Red Apple,,110,181,0.6077,775
2,Agrogana,Scabiosa Red Apple,,295,720,0.4097,775
3,Agrogana,Scabiosa Red Apple,,240,672,0.3571,775
4,Agrogana,Scabiosa Red Apple,,130,641,0.2028,775
1,Agrogana,Rose Hot Pink - Pink Floyd,,80,181,0.442,770
3,Agrogana,Rose Hot Pink - Pink Floyd,,335,672,0.4985,770
4,Agrogana,Rose Hot Pink - Pink Floyd,,355,641,0.5538,770
2,Agrogana,Sunflower Vincent,,165,720,0.2292,770
3,Agrogana,Sunflower Vincent,,210,672,0.3125,770
4,Agrogana,Sunflower Vincent,,395,641,0.6162,770
2,Agrogana,Rose Orange - Orange Crush,,25,720,0.0347,755
3,Agrogana,Rose Orange - Orange Crush,,475,672,0.7068,755
4,Agrogana,Rose Orange - Orange Crush,,255,641,0.3978,755
2,Agrogana,Bells Of Ireland,,135,720,0.1875,750
3,Agrogana,Bells Of Ireland,,345,672,0.5134,750
4,Agrogana,Bells Of Ireland,,270,641,0.4212,750
1,Agrogana,Scabiosa Pink - Marshmallow Scoop,,100,181,0.5525,750
2,Agrogana,Scabiosa Pink - Marshmallow Scoop,,480,720,0.6667,750
3,Agrogana,Scabiosa Pink - Marshmallow Scoop,,115,672,0.1711,750
4,Agrogana,Scabiosa Pink - Marshmallow Scoop,,55,641,0.0858,750
1,Agrogana,Table Smilax Vine,,95,181,0.5249,735
2,Agrogana,Table Smilax Vine,,185,720,0.2569,735
3,Agrogana,Table Smilax Vine,,80,672,0.119,735
4,Agrogana,Table Smilax Vine,,375,641,0.585,735
3,Agrogana,Be Amazing - Spray Rose,,125,672,0.186,695
4,Agrogana,Be Amazing - Spray Rose,,570,641,0.8892,695
1,Agrogana,Anemone Mistral Soft Purple,,100,181,0.5525,690
2,Agrogana,Anemone Mistral Soft Purple,,365,720,0.5069,690
3,Agrogana,Anemone Mistral Soft Purple,,190,672,0.2827,690
4,Agrogana,Anemone Mistral Soft Purple,,35,641,0.0546,690
1,Agrogana,Snapdragon Purple,,15,181,0.0829,685
2,Agrogana,Snapdragon Purple,,95,720,0.1319,685
3,Agrogana,Snapdragon Purple,,55,672,0.0818,685
4,Agrogana,Snapdragon Purple,,520,641,0.8112,685
2,Agrogana,Rose Lavender - Shocking Blue,,215,720,0.2986,680
3,Agrogana,Rose Lavender - Shocking Blue,,85,672,0.1265,680
4,Agrogana,Rose Lavender - Shocking Blue,,380,641,0.5928,680
2,Agrogana,Solomio Green - Bernie,,185,720,0.2569,680
3,Agrogana,Solomio Green - Bernie,,330,672,0.4911,680
4,Agrogana,Solomio Green - Bernie,,165,641,0.2574,680
1,Agrogana,Carnation Burgundy- Red Velvet,,35,181,0.1934,640
2,Agrogana,Carnation Burgundy- Red Velvet,,230,720,0.3194,640
3,Agrogana,Carnation Burgundy- Red Velvet,,110,672,0.1637,640
4,Agrogana,Carnation Burgundy- Red Velvet,,265,641,0.4134,640
2,Agrogana,Snapdragon Yellow,,220,720,0.3056,625
3,Agrogana,Snapdragon Yellow,,210,672,0.3125,625
4,Agrogana,Snapdragon Yellow,,195,641,0.3042,625
1,Agrogana,Statice Sinzil - White,,25,181,0.1381,620
2,Agrogana,Statice Sinzil - White,,145,720,0.2014,620
3,Agrogana,Statice Sinzil - White,,220,672,0.3274,620
4,Agrogana,Statice Sinzil - White,,230,641,0.3588,620
1,Agrogana,Delphinium Blue - Sunshine,,30,181,0.1657,610
2,Agrogana,Delphinium Blue - Sunshine,,285,720,0.3958,610
3,Agrogana,Delphinium Blue - Sunshine,,65,672,0.0967,610
4,Agrogana,Delphinium Blue - Sunshine,,230,641,0.3588,610
1,Agrogana,Tweedia White,,10,181,0.0552,605
2,Agrogana,Tweedia White,,70,720,0.0972,605
3,Agrogana,Tweedia White,,310,672,0.4613,605
4,Agrogana,Tweedia White,,215,641,0.3354,605
2,Agrogana,Be Gentle Spray Rose - Blush,,295,720,0.4097,595
3,Agrogana,Be Gentle Spray Rose - Blush,,255,672,0.3795,595
4,Agrogana,Be Gentle Spray Rose - Blush,,45,641,0.0702,595
1,Agrogana,Fatima Garden Rose - Blush/Cream (60 cm),,80,181,0.442,595
2,Agrogana,Fatima Garden Rose - Blush/Cream (60 cm),,455,720,0.6319,595
3,Agrogana,Fatima Garden Rose - Blush/Cream (60 cm),,60,672,0.0893,595
1,Agrogana,Solomio Bright Pink - Imre,,15,181,0.0829,585
2,Agrogana,Solomio Bright Pink - Imre,,165,720,0.2292,585
3,Agrogana,Solomio Bright Pink - Imre,,295,672,0.439,585
4,Agrogana,Solomio Bright Pink - Imre,,110,641,0.1716,585
2,Agrogana,Amaranthus - Hanging Green - 60cm,,180,720,0.25,550
3,Agrogana,Amaranthus - Hanging Green - 60cm,,145,672,0.2158,550
4,Agrogana,Amaranthus - Hanging Green - 60cm,,225,641,0.351,550
1,Agrogana,Anemone Mistral - Pinkie,,135,181,0.7459,550
2,Agrogana,Anemone Mistral - Pinkie,,95,720,0.1319,550
3,Agrogana,Anemone Mistral - Pinkie,,200,672,0.2976,550
4,Agrogana,Anemone Mistral - Pinkie,,120,641,0.1872,550
2,Agrogana,Ranunculus White/Green- Pon Pon Igloo,,95,720,0.1319,545
3,Agrogana,Ranunculus White/Green- Pon Pon Igloo,,405,672,0.6027,545
4,Agrogana,Ranunculus White/Green- Pon Pon Igloo,,45,641,0.0702,545
2,Agrogana,Campanula Pink,,260,720,0.3611,530
3,Agrogana,Campanula Pink,,200,672,0.2976,530
4,Agrogana,Campanula Pink,,70,641,0.1092,530
1,Agrogana,Rose Red- Explorer,,140,181,0.7735,515
2,Agrogana,Rose Red- Explorer,,120,720,0.1667,515
3,Agrogana,Rose Red- Explorer,,175,672,0.2604,515
4,Agrogana,Rose Red- Explorer,,80,641,0.1248,515
1,Agrogana,Pericallis Blush - Alice,,20,181,0.1105,505
2,Agrogana,Pericallis Blush - Alice,,145,720,0.2014,505
3,Agrogana,Pericallis Blush - Alice,,270,672,0.4018,505
4,Agrogana,Pericallis Blush - Alice,,70,641,0.1092,505
2,Agrogana,Scabiosa Blush - Focal Scoop Hanoi,,95,720,0.1319,505
