quarter,supplier,stem_name,stem_type,total_stems,quarterly_events,avg_stems_per_event,annual_total
3,FleuraMetz,Larkspur White,,20,672,0.0298,20
4,FleuraMetz,Nandina,,20,641,0.0312,20
2,FleuraMetz,Pompon Daisy Yellow - Zippo,,20,720,0.0278,20
4,FleuraMetz,Ranunculus - Purple Elegance,,20,641,0.0312,20
3,FleuraMetz,Snapdragon Pink,Snapdragon,20,672,0.0298,20
4,FleuraMetz,Spray Rose Lavender - Little Silver,,20,641,0.0312,20
2,FleuraMetz,Spray Rose Orange-Saona,,20,720,0.0278,20
4,FleuraMetz,Mum Ball Red - Testarossa,,15,641,0.0234,15
3,FleuraMetz,Anthurium Green - Midori - MED,,12,672,0.0179,12
4,FleuraMetz,Butterfly Ranunculus Blush - Ariande,,10,641,0.0156,10
2,FleuraMetz,Butterfly Ranunculus Salmon - Magical Salmon,,10,720,0.0139,10
3,FleuraMetz,Calla Lily - Crystal Blush,,10,672,0.0149,10
2,FleuraMetz,Craspedia Yellow,Craspedia,10,720,0.0139,10
3,FleuraMetz,Dahlia Blush,,10,672,0.0149,10
4,FleuraMetz,Delphinium Hybrid - Purple,,10,641,0.0156,10
2,FleuraMetz,Dendrobium Orchid White,,10,720,0.0139,10
2,FleuraMetz,Queen Anne's Lace Chocolate,,10,720,0.0139,10
4,FleuraMetz,Ranunculus - White Elegance,Ranunculus,10,641,0.0156,10
4,FleuraMetz,Scabiosa Lilac - Focal Scoop,,10,641,0.0156,10
2,FleuraMetz,Solidago Yellow,,10,720,0.0139,10
3,FleuraMetz,Stock Peach,,10,672,0.0149,10
3,Golden Flowers,Calla Lily - Medium White,,540,672,0.8036,680
4,Golden Flowers,Calla Lily - Medium White,,140,641,0.2184,680
1,Golden Flowers,Delphinium Light Blue- Sky Waltz - 70cm,,20,181,0.1105,630
2,Golden Flowers,Delphinium Light Blue- Sky Waltz - 70cm,,320,720,0.4444,630
3,Golden Flowers,Delphinium Light Blue- Sky Waltz - 70cm,,180,672,0.2679,630
4,Golden Flowers,Delphinium Light Blue- Sky Waltz - 70cm,,110,641,0.1716,630
3,Golden Flowers,Pompon Daisy White - Atlantis,,360,672,0.5357,360
1,Golden Flowers,Limonium - Misty White,,20,181,0.1105,220
2,Golden Flowers,Limonium - Misty White,,50,720,0.0694,220
3,Golden Flowers,Limonium - Misty White,,100,672,0.1488,220
4,Golden Flowers,Limonium - Misty White,,50,641,0.078,220
2,Golden Flowers,Cremon Peach - Linette,,80,720,0.1111,190
3,Golden Flowers,Cremon Peach - Linette,,80,672,0.119,190
4,Golden Flowers,Cremon Peach - Linette,,30,641,0.0468,190
1,Golden Flowers,Rose White - Playa Blanca,Rose,180,181,0.9945,180
2,Golden Flowers,Carnation Pink - Bubblicious,,110,720,0.1528,140
4,Golden Flowers,Carnation Pink - Bubblicious,,30,641,0.0468,140
3,Golden Flowers,Variegated Pittosporum,,135,672,0.2009,135
1,Golden Flowers,Aster - White Chelsea,,20,181,0.1105,120
2,Golden Flowers,Aster - White Chelsea,,60,720,0.0833,120
4,Golden Flowers,Aster - White Chelsea,,40,641,0.0624,120
2,Golden Flowers,Alemani Mum Ball - Green,,90,720,0.125,115
3,Golden Flowers,Alemani Mum Ball - Green,,25,672,0.0372,115
1,Golden Flowers,Mum Ball White - Evidence,,5,181,0.0276,110
2,Golden Flowers,Mum Ball White - Evidence,,105,720,0.1458,110
1,Golden Flowers,Hydrangea - Lime Green,,12,181,0.0663,108
3,Golden Flowers,Hydrangea - Lime Green,,72,672,0.1071,108
4,Golden Flowers,Hydrangea - Lime Green,,24,641,0.0374,108
1,Golden Flowers,Spray Rose - White Majolica,,10,181,0.0552,100
2,Golden Flowers,Spray Rose - White Majolica,,20,720,0.0278,100
3,Golden Flowers,Spray Rose - White Majolica,,20,672,0.0298,100
4,Golden Flowers,Spray Rose - White Majolica,,50,641,0.078,100
3,Golden Flowers,Pompon Novelty Bronze - Lexy,,60,672,0.0893,85
4,Golden Flowers,Pompon Novelty Bronze - Lexy,,25,641,0.039,85
2,Golden Flowers,Delphinium Blue- Sea Waltz - 70cm,,30,720,0.0417,80
4,Golden Flowers,Delphinium Blue- Sea Waltz - 70cm,,50,641,0.078,80
3,Golden Flowers,Mum Ball Bronze - Chivas Dark,,80,672,0.119,80
3,Golden Flowers,Carnation Burgundy - Caronte,,75,672,0.1116,75
2,Golden Flowers,White Pearl Baby's Breath,,10,720,0.0139,75
3,Golden Flowers,White Pearl Baby's Breath,,5,672,0.0074,75
4,Golden Flowers,White Pearl Baby's Breath,,60,641,0.0936,75
4,Golden Flowers,Calla Lily - White,,70,641,0.1092,70
1,Golden Flowers,Spray Rose Red - Rubicon,,50,181,0.2762,60
2,Golden Flowers,Spray Rose Red - Rubicon,,10,720,0.0139,60
2,Golden Flowers,Spray Rose White - Snowflake,Spray Rose,50,720,0.0694,60
3,Golden Flowers,Spray Rose White - Snowflake,Spray Rose,10,672,0.0149,60
2,Golden Flowers,Alstroemeria Blush - Dubai,,50,720,0.0694,50
3,Golden Flowers,Carnation - Caramel,,50,672,0.0744,50
4,Golden Flowers,Cremon Mum White- Maisy,,50,641,0.078,50
3,Golden Flowers,Hydrangea Green - Esmeralda,,36,672,0.0536,48
4,Golden Flowers,Hydrangea Green - Esmeralda,,12,641,0.0187,48
1,Golden Flowers,Thistle Eryngium - Blue Ice,,20,181,0.1105,45
4,Golden Flowers,Thistle Eryngium - Blue Ice,,25,641,0.039,45
3,Golden Flowers,Carnation White - Igloo,,40,672,0.0595,40
3,Golden Flowers,Cremon - Copper,,30,672,0.0446,40
4,Golden Flowers,Cremon - Copper,,10,641,0.0156,40
1,Golden Flowers,Dark Pink Godetia,,15,181,0.0829,40
2,Golden Flowers,Dark Pink Godetia,,10,720,0.0139,40
4,Golden Flowers,Dark Pink Godetia,,15,641,0.0234,40
3,Golden Flowers,Delphinium Blue - Sunshine,,5,672,0.0074,40
4,Golden Flowers,Delphinium Blue - Sunshine,,35,641,0.0546,40
1,Golden Flowers,Spray Stock White,,5,181,0.0276,40
2,Golden Flowers,Spray Stock White,,5,720,0.0069,40
3,Golden Flowers,Spray Stock White,,10,672,0.0149,40
4,Golden Flowers,Spray Stock White,,20,641,0.0312,40
1,Golden Flowers,Hydrangea White - Madame Emily,,24,181,0.1326,36
2,Golden Flowers,Hydrangea White - Madame Emily,,12,720,0.0167,36
2,Golden Flowers,Baby's Breath White - Cosmic,,30,720,0.0417,35
4,Golden Flowers,Baby's Breath White - Cosmic,,5,641,0.0078,35
4,Golden Flowers,Baby's Breath White - Wild Pearl,,35,641,0.0546,35
1,Golden Flowers,Alstroemeria Peach - Lorena,,10,181,0.0552,30
3,Golden Flowers,Alstroemeria Peach - Lorena,,10,672,0.0149,30
4,Golden Flowers,Alstroemeria Peach - Lorena,,10,641,0.0156,30
1,Golden Flowers,Calla Lily- Crystal White 40cm,,30,181,0.1657,30
4,Golden Flowers,Dianthus - Green Wicky,,30,641,0.0468,30
1,Golden Flowers,Mini Calla Lily Purple - La Paz,,30,181,0.1657,30
2,Golden Flowers,Mini Carnation Blush - Academy,,30,720,0.0417,30
3,Golden Flowers,Mini Carnation Dusty Pink - Masquerade,,30,672,0.0446,30
1,Golden Flowers,Mum Ball Red - Testarossa,,30,181,0.1657,30
1,Golden Flowers,Spray Rose Blush- Starblush,,10,181,0.0552,30
2,Golden Flowers,Spray Rose Blush- Starblush,,20,720,0.0278,30
2,Golden Flowers,Chrysanthemum Zembla White,,15,720,0.0208,25
4,Golden Flowers,Chrysanthemum Zembla White,,10,641,0.0156,25
1,Golden Flowers,Yellow Spray Stock,,10,181,0.0552,25
2,Golden Flowers,Yellow Spray Stock,,5,720,0.0069,25
3,Golden Flowers,Yellow Spray Stock,,10,672,0.0149,25
2,Golden Flowers,Alstroemeria Lavender - Mila,,10,720,0.0139,20
4,Golden Flowers,Alstroemeria Lavender - Mila,,10,641,0.0156,20
4,Golden Flowers,Country Sun Rose,,20,641,0.0312,20
1,Golden Flowers,Mum White - Vladimir,Chrysanthemum,10,181,0.0552,20
3,Golden Flowers,Mum White - Vladimir,Chrysanthemum,10,672,0.0149,20
3,Golden Flowers,Pompon Cushion - Creme Brulee,,20,672,0.0298,20
3,Golden Flowers,Pompon Cushion Red - Chianti,,20,672,0.0298,20
2,Golden Flowers,Spray Rose Yellow - Eastern Sun,,20,720,0.0278,20
1,Golden Flowers,Calla Lily - Flamingo,,15,181,0.0829,15
3,Golden Flowers,Linette Cremon,,5,672,0.0074,15
4,Golden Flowers,Linette Cremon,,10,641,0.0156,15
4,Golden Flowers,Oriental Lily White,,15,641,0.0234,15
1,Golden Flowers,Solomio Burgundy - Sem,,15,181,0.0829,15
1,Golden Flowers,Spray Stock Dark Pink,,10,181,0.0552,15
2,Golden Flowers,Spray Stock Dark Pink,,5,720,0.0069,15
2,Golden Flowers,Spray Stock Lavender,,15,720,0.0208,15
4,Golden Flowers,Hydrangea - Baby Green,,12,641,0.0187,12
4,Golden Flowers,Carnation - Nobbio Burgundy,,10,641,0.0156,10
1,Golden Flowers,Godetia Pink,,5,181,0.0276,10
4,Golden Flowers,Godetia Pink,,5,641,0.0078,10
2,Golden Flowers,Micro Pompons Pink/lavender - Dotty Pink,,10,720,0.0139,10
4,Golden Flowers,Micro Pompons Yellow - Candy Crush,,10,641,0.0156,10
3,Golden Flowers,Mum Ball Orange - Chivas,,10,672,0.0149,10
3,Golden Flowers,Pompon Light Bronze - Solar Eclipse,,10,672,0.0149,10
4,Golden Flowers,Spray Rose Light Pink - Sweet Sensation,,10,641,0.0156,10
4,Golden Flowers,Spray Rose Orange - Mambo,,10,641,0.0156,10
3,Golden Flowers,Spray Stock Pink,,10,672,0.0149,10
4,Golden Flowers,Veronica Spray White,,10,641,0.0156,10
4,Golden Flowers,Xanadu Alstromeria,,10,641,0.0156,10
2,Golden Flowers,Cremon Blush - Rossano,Cremon,5,720,0.0069,5
3,Golden Flowers,Hebes Greenery,,5,672,0.0074,5
3,Golden Flowers,Spider Mum Bronze - Alis,,5,672,0.0074,5
2,Kennicott Brothers,Baby's Breath White - Xlence,,345,720,0.4792,345
2,Kennicott Brothers,Italian Ruscus Tall,,295,720,0.4097,295
2,Kennicott Brothers,Eucalyptus - Parvifolia,Eucalyptus,260,720,0.3611,260
2,Kennicott Brothers,Delphinium Light Blue - Bella Donna,,170,720,0.2361,170
2,Kennicott Brothers,Rose Champagne/peach - Shimmer,,150,720,0.2083,150
2,Kennicott Brothers,Salal,,120,720,0.1667,120
2,Kennicott Brothers,Rose White - Playa Blanca,Rose,100,720,0.1389,100
2,Kennicott Brothers,Ranunculus - Coral Elegance,Ranunculus,90,720,0.125,90
2,Kennicott Brothers,Poliantemus (Silver Dollar),,80,720,0.1111,80
2,Kennicott Brothers,Stock Lavender,Stock,80,720,0.1111,80
2,Kennicott Brothers,Rose Cream - Candlelight,,75,720,0.1042,75
2,Kennicott Brothers,Ranunculus - Peach Elegance,,60,720,0.0833,60
2,Kennicott Brothers,Scabiosa Lavender- Caucasian,,60,720,0.0833,60
2,Kennicott Brothers,Aster - White Chelsea,,50,720,0.0694,50
2,Kennicott Brothers,Spray Rose - Candy Blush,,50,720,0.0694,50
2,Kennicott Brothers,Stock White,Stock,40,720,0.0556,40
2,Kennicott Brothers,Delphinium Light Blue- Sky Waltz - 70cm,,30,720,0.0417,30
2,Kennicott Brothers,Israeli Ruscus,,30,720,0.0417,30
2,Kennicott Brothers,Solidago Yellow,,30,720,0.0417,30
2,Kennicott Brothers,Rose Blush - Pink Mondial,,25,720,0.0347,25
2,Kennicott Brothers,Delphinium Light Blue,,20,720,0.0278,20
2,Kennicott Brothers,Hydrangea White - Extra,,20,720,0.0278,20
2,Kennicott Brothers,Larkspur Pink,Larkspur,20,720,0.0278,20
2,Kennicott Brothers,Larkspur White,,20,720,0.0278,20
2,Kennicott Brothers,Leather Leaf,Leather Leaf,20,720,0.0278,20
2,Kennicott Brothers,Lepidium Green,,20,720,0.0278,20
2,Kennicott Brothers,Ranunculus - White Elegance,Ranunculus,20,720,0.0278,20
2,Kennicott Brothers,Spray Rose Peach - Bali,,20,720,0.0278,20
2,Kennicott Brothers,Tweedia Blue,,20,720,0.0278,20
2,Kennicott Brothers,Big Dipper Spray Rose - Blush,,10,720,0.0139,10
2,Kennicott Brothers,Butterfly Ranunculus Blush - Ariande,,10,720,0.0139,10
2,Kennicott Brothers,Cremon Peach - Linette,,10,720,0.0139,10
2,Kennicott Brothers,Delphinium Blush - Pink Planet,Delphinium,10,720,0.0139,10
2,Kennicott Brothers,Delphinium White (White Center),,10,720,0.0139,10
2,Kennicott Brothers,Hydrangea Light Blue - Select,Hydrangea,10,720,0.0139,10
2,Kennicott Brothers,Liliput White - Snow,,10,720,0.0139,10
2,Kennicott Brothers,Peony - Coral Charm,,10,720,0.0139,10
2,Kennicott Brothers,Scabiosa Pink - Focal Scoop Bon Bon Vanilla,,10,720,0.0139,10
2,Kennicott Brothers,Spray Rose White - Floreana,,10,720,0.0139,10
2,Kennicott Brothers,Statice Sinzil Peach,,10,720,0.0139,10
2,Kennicott Brothers,Stock Cream/yellow,,10,720,0.0139,10
2,Kennicott Brothers,Tulip - Double Price Light Pink,,10,720,0.0139,10
2,Kennicott Brothers,Oriental Lily White,,5,720,0.0069,5
2,Kennicott Chicago,Hydrangea White - Extra,,30,720,0.0417,30
2,Magic Flowers,Amaranthus- Hanging Green - 70cm,,80,720,0.1111,1424
3,Magic Flowers,Amaranthus- Hanging Green - 70cm,,744,672,1.1071,1424
4,Magic Flowers,Amaranthus- Hanging Green - 70cm,,600,641,0.936,1424
1,Magic Flowers,Amaranthus - Hanging Green - 60cm,,60,181,0.3315,852
2,Magic Flowers,Amaranthus - Hanging Green - 60cm,,130,720,0.1806,852
3,Magic Flowers,Amaranthus - Hanging Green - 60cm,,480,672,0.7143,852
4,Magic Flowers,Amaranthus - Hanging Green - 60cm,,182,641,0.2839,852
1,Magic Flowers,Anthurium White - Acropolis - MED,,60,181,0.3315,574
2,Magic Flowers,Anthurium White - Acropolis - MED,,50,720,0.0694,574
3,Magic Flowers,Anthurium White - Acropolis - MED,,234,672,0.3482,574
4,Magic Flowers,Anthurium White - Acropolis - MED,,230,641,0.3588,574
2,Magic Flowers,Anthurium Green - Pistache - MED,,60,720,0.0833,440
3,Magic Flowers,Anthurium Green - Pistache - MED,,250,672,0.372,440
4,Magic Flowers,Anthurium Green - Pistache - MED,,130,641,0.2028,440
2,Magic Flowers,Palm - Robelina,,250,720,0.3472,310
3,Magic Flowers,Palm - Robelina,,40,672,0.0595,310
4,Magic Flowers,Palm - Robelina,,20,641,0.0312,310
2,Magic Flowers,Sword Fern,,110,720,0.1528,230
4,Magic Flowers,Sword Fern,,120,641,0.1872,230
3,Magic Flowers,Anthurium Green - Pistache - LG,,90,672,0.1339,220
4,Magic Flowers,Anthurium Green - Pistache - LG,,130,641,0.2028,220
2,Magic Flowers,Magic- Phi Xanadu,,55,720,0.0764,210
3,Magic Flowers,Magic- Phi Xanadu,,20,672,0.0298,210
4,Magic Flowers,Magic- Phi Xanadu,,135,641,0.2106,210
2,Magic Flowers,Leather Leaf,Leather Leaf,200,720,0.2778,200
1,Magic Flowers,Monstera Small Green,,54,181,0.2983,190
2,Magic Flowers,Monstera Small Green,,66,720,0.0917,190
4,Magic Flowers,Monstera Small Green,,70,641,0.1092,190
2,Magic Flowers,Monstera Petite Green,,50,720,0.0694,180
4,Magic Flowers,Monstera Petite Green,,130,641,0.2028,180
2,Magic Flowers,Magic- Folate Fern,,160,720,0.2222,170
4,Magic Flowers,Magic- Folate Fern,,10,641,0.0156,170
2,Magic Flowers,Anthurium Dark Red - Choco LG,,30,720,0.0417,164
4,Magic Flowers,Anthurium Dark Red - Choco LG,,134,641,0.209,164
4,Magic Flowers,Amaranthus- Hanging Red - 70cm,,160,641,0.2496,160
2,Magic Flowers,Fern - Davalia Leaves,,70,720,0.0972,160
4,Magic Flowers,Fern - Davalia Leaves,,90,641,0.1404,160
1,Magic Flowers,Anthurium Coral - Sante MED,,30,181,0.1657,155
2,Magic Flowers,Anthurium Coral - Sante MED,,95,720,0.1319,155
3,Magic Flowers,Anthurium Coral - Sante MED,,30,672,0.0446,155
2,Magic Flowers,Monstera Large Green,,115,720,0.1597,150
3,Magic Flowers,Monstera Large Green,,20,672,0.0298,150
4,Magic Flowers,Monstera Large Green,,15,641,0.0234,150
3,Magic Flowers,Amaranthus - Hanging Red - 60cm,,15,672,0.0223,132
4,Magic Flowers,Amaranthus - Hanging Red - 60cm,,117,641,0.1825,132
2,Magic Flowers,Raphis Palm,,50,720,0.0694,130
4,Magic Flowers,Raphis Palm,,80,641,0.1248,130
3,Magic Flowers,Anthurium Dark Red - Choco MED,,30,672,0.0446,126
4,Magic Flowers,Anthurium Dark Red - Choco MED,,96,641,0.1498,126
2,Magic Flowers,Areca Palm XL,,20,720,0.0278,120
3,Magic Flowers,Areca Palm XL,,10,672,0.0149,120
4,Magic Flowers,Areca Palm XL,,90,641,0.1404,120
4,Magic Flowers,Anthurium Green - Pitache,,110,641,0.1716,110
2,Magic Flowers,Anthurium Pink - Senator LG,,10,720,0.0139,100
4,Magic Flowers,Anthurium Pink - Senator LG,,90,641,0.1404,100
3,Magic Flowers,Anthurium Pink - Senator MED,,70,672,0.1042,100
4,Magic Flowers,Anthurium Pink - Senator MED,,30,641,0.0468,100
2,Magic Flowers,Anthurium Red - Casino LG,,65,720,0.0903,100
4,Magic Flowers,Anthurium Red - Casino LG,,35,641,0.0546,100
2,Magic Flowers,Anthurium Pink - Cheers MED,,30,720,0.0417,90
4,Magic Flowers,Anthurium Pink - Cheers MED,,60,641,0.0936,90
2,Magic Flowers,Anthurium White - Acropolis - LG,,30,720,0.0417,90
3,Magic Flowers,Anthurium White - Acropolis - LG,,30,672,0.0446,90
4,Magic Flowers,Anthurium White - Acropolis - LG,,30,641,0.0468,90
2,Magic Flowers,Masajeana Variegated,,10,720,0.0139,90
4,Magic Flowers,Masajeana Variegated,,80,641,0.1248,90
2,Magic Flowers,Monstera Leaf Medium,,35,720,0.0486,90
3,Magic Flowers,Monstera Leaf Medium,,5,672,0.0074,90
4,Magic Flowers,Monstera Leaf Medium,,50,641,0.078,90
1,Magic Flowers,Monstera Medium Green,,15,181,0.0829,90
2,Magic Flowers,Monstera Medium Green,,35,720,0.0486,90
4,Magic Flowers,Monstera Medium Green,,40,641,0.0624,90
2,Magic Flowers,Monstera Leaf Small,,10,720,0.0139,70
3,Magic Flowers,Monstera Leaf Small,,20,672,0.0298,70
4,Magic Flowers,Monstera Leaf Small,,40,641,0.0624,70
2,Magic Flowers,Deer Face,,60,720,0.0833,60
2,Magic Flowers,Palm - Green,,40,720,0.0556,60
3,Magic Flowers,Palm - Green,,5,672,0.0074,60
4,Magic Flowers,Palm - Green,,15,641,0.0234,60
3,Magic Flowers,Plumosa,,30,672,0.0446,60
4,Magic Flowers,Plumosa,,30,641,0.0468,60
2,Magic Flowers,Musa Leaf Large,,45,720,0.0625,55
4,Magic Flowers,Musa Leaf Large,,10,641,0.0156,55
4,Magic Flowers,Areca Palm Small,,50,641,0.078,50
2,Magic Flowers,Heliconia Golden Opal Red,,50,720,0.0694,50
2,Magic Flowers,Lily Grass,,50,720,0.0694,50
1,Magic Flowers,Areca Palm Medium,,30,181,0.1657,45
2,Magic Flowers,Areca Palm Medium,,5,720,0.0069,45
3,Magic Flowers,Areca Palm Medium,,10,672,0.0149,45
2,Magic Flowers,Ti Leaf (Cordyline) - dark green pink edge,,10,720,0.0139,40
3,Magic Flowers,Ti Leaf (Cordyline) - dark green pink edge,,30,672,0.0446,40
4,Magic Flowers,Amaranthus - Hanging Bronze,,30,641,0.0468,30
2,Magic Flowers,Aspidistra Leaves,,20,720,0.0278,30
4,Magic Flowers,Aspidistra Leaves,,10,641,0.0156,30
1,Magic Flowers,Bird Of Paradise,,30,181,0.1657,30
2,Magic Flowers,Calathea Round Leaf,,30,720,0.0417,30
2,Magic Flowers,Magic- Limonium Copper,,30,720,0.0417,30
1,Magic Flowers,Magic- Choco Anthurium,,24,181,0.1326,24
2,Magic Flowers,Ginger Pink Medium,,20,720,0.0278,20
4,Magic Flowers,Preserved - White Israeli Ruscus,,20,641,0.0312,20
3,Magic Flowers,Amaranthus- Green Upright - Short,,15,672,0.0223,15
2,Magic Flowers,Foliate Fern,,10,720,0.0139,10
2,Magic Flowers,Umbrella Fern,,10,720,0.0139,10
1,Mayesh,Italian Ruscus Tall,,2975,181,16.4365,30065
2,Mayesh,Italian Ruscus Tall,,8300,720,11.5278,30065
3,Mayesh,Italian Ruscus Tall,,9730,672,14.4792,30065
4,Mayesh,Italian Ruscus Tall,,9060,641,14.1342,30065
1,Mayesh,Salal,,2460,181,13.5912,28000
2,Mayesh,Salal,,8700,720,12.0833,28000
3,Mayesh,Salal,,11140,672,16.5774,28000
4,Mayesh,Salal,,5700,641,8.8924,28000
1,Mayesh,Delphinium Light Blue - Bella Donna,,890,181,4.9171,15490
2,Mayesh,Delphinium Light Blue - Bella Donna,,8130,720,11.2917,15490
3,Mayesh,Delphinium Light Blue - Bella Donna,,5300,672,7.8869,15490
4,Mayesh,Delphinium Light Blue - Bella Donna,,1170,641,1.8253,15490
1,Mayesh,Hydrangea White - Extra,,341,181,1.884,10380
2,Mayesh,Hydrangea White - Extra,,1851,720,2.5708,10380
3,Mayesh,Hydrangea White - Extra,,4916,672,7.3155,10380
4,Mayesh,Hydrangea White - Extra,,3272,641,5.1045,10380
1,Mayesh,Eucalyptus - Silver Dollar,,200,181,1.105,10190
2,Mayesh,Eucalyptus - Silver Dollar,,530,720,0.7361,10190
3,Mayesh,Eucalyptus - Silver Dollar,,8440,672,12.5595,10190
4,Mayesh,Eucalyptus - Silver Dollar,,1020,641,1.5913,10190
1,Mayesh,Eucalyptus - Seeded,Eucalyptus,340,181,1.8785,9495
2,Mayesh,Eucalyptus - Seeded,Eucalyptus,475,720,0.6597,9495
3,Mayesh,Eucalyptus - Seeded,Eucalyptus,7630,672,11.3542,9495
4,Mayesh,Eucalyptus - Seeded,Eucalyptus,1050,641,1.6381,9495
1,Mayesh,Eucalyptus - Parvifolia,Eucalyptus,895,181,4.9448,7855
2,Mayesh,Eucalyptus - Parvifolia,Eucalyptus,5045,720,7.0069,7855
3,Mayesh,Eucalyptus - Parvifolia,Eucalyptus,1455,672,2.1652,7855
4,Mayesh,Eucalyptus - Parvifolia,Eucalyptus,460,641,0.7176,7855
1,Mayesh,Huckleberry Greenery,,220,181,1.2155,5100
2,Mayesh,Huckleberry Greenery,,2110,720,2.9306,5100
3,Mayesh,Huckleberry Greenery,,1160,672,1.7262,5100
4,Mayesh,Huckleberry Greenery,,1610,641,2.5117,5100
1,Mayesh,Calla Lily - Medium White,,50,181,0.2762,4530
2,Mayesh,Calla Lily - Medium White,,960,720,1.3333,4530
3,Mayesh,Calla Lily - Medium White,,2040,672,3.0357,4530
4,Mayesh,Calla Lily - Medium White,,1480,641,2.3089,4530
1,Mayesh,Aster - White Chelsea,,520,181,2.8729,4305
2,Mayesh,Aster - White Chelsea,,1825,720,2.5347,4305
3,Mayesh,Aster - White Chelsea,,1610,672,2.3958,4305
4,Mayesh,Aster - White Chelsea,,350,641,0.546,4305
1,Mayesh,Hydrangea Light Blue - Select,Hydrangea,375,181,2.0718,3779
2,Mayesh,Hydrangea Light Blue - Select,Hydrangea,1406,720,1.9528,3779
3,Mayesh,Hydrangea Light Blue - Select,Hydrangea,1392,672,2.0714,3779
4,Mayesh,Hydrangea Light Blue - Select,Hydrangea,606,641,0.9454,3779
1,Mayesh,Hydrangea - Lime Green,,45,181,0.2486,3224
2,Mayesh,Hydrangea - Lime Green,,494,720,0.6861,3224
3,Mayesh,Hydrangea - Lime Green,,1831,672,2.7247,3224
4,Mayesh,Hydrangea - Lime Green,,854,641,1.3323,3224
1,Mayesh,Hydrangea White - Madame Emily,,503,181,2.779,2876
2,Mayesh,Hydrangea White - Madame Emily,,1376,720,1.9111,2876
3,Mayesh,Hydrangea White - Madame Emily,,580,672,0.8631,2876
4,Mayesh,Hydrangea White - Madame Emily,,417,641,0.6505,2876
1,Mayesh,Thistle Eryngium - Blue Lagoon,,275,181,1.5193,2555
2,Mayesh,Thistle Eryngium - Blue Lagoon,,425,720,0.5903,2555
3,Mayesh,Thistle Eryngium - Blue Lagoon,,1015,672,1.5104,2555
4,Mayesh,Thistle Eryngium - Blue Lagoon,,840,641,1.3105,2555
3,Mayesh,Mini Calla Lily - White,,470,672,0.6994,2160
4,Mayesh,Mini Calla Lily - White,,1690,641,2.6365,2160
1,Mayesh,Chamomile Daisy - Feverfew,,100,181,0.5525,2100
2,Mayesh,Chamomile Daisy - Feverfew,,330,720,0.4583,2100
3,Mayesh,Chamomile Daisy - Feverfew,,950,672,1.4137,2100
4,Mayesh,Chamomile Daisy - Feverfew,,720,641,1.1232,2100
1,Mayesh,Cremon - Copper,,20,181,0.1105,2027
2,Mayesh,Cremon - Copper,,20,720,0.0278,2027
3,Mayesh,Cremon - Copper,,750,672,1.1161,2027
4,Mayesh,Cremon - Copper,,1237,641,1.9298,2027
2,Mayesh,Cremon Peach - Linette,,340,720,0.4722,1860
3,Mayesh,Cremon Peach - Linette,,695,672,1.0342,1860
4,Mayesh,Cremon Peach - Linette,,825,641,1.2871,1860
2,Mayesh,Delphinium Light Blue- Sky Waltz - 70cm,,520,720,0.7222,1830
3,Mayesh,Delphinium Light Blue- Sky Waltz - 70cm,,750,672,1.1161,1830
4,Mayesh,Delphinium Light Blue- Sky Waltz - 70cm,,560,641,0.8736,1830
2,Mayesh,Rose White - Playa Blanca,Rose,160,720,0.2222,1585
3,Mayesh,Rose White - Playa Blanca,Rose,100,672,0.1488,1585
4,Mayesh,Rose White - Playa Blanca,Rose,1325,641,2.0671,1585
1,Mayesh,Carnation Beige - Lege Marrone,,25,181,0.1381,1525
2,Mayesh,Carnation Beige - Lege Marrone,,700,720,0.9722,1525
3,Mayesh,Carnation Beige - Lege Marrone,,525,672,0.7813,1525
4,Mayesh,Carnation Beige - Lege Marrone,,275,641,0.429,1525
2,Mayesh,Spray Rose - White Majolica,,220,720,0.3056,1405
3,Mayesh,Spray Rose - White Majolica,,470,672,0.6994,1405
4,Mayesh,Spray Rose - White Majolica,,715,641,1.1154,1405
1,Mayesh,Stock White,Stock,30,181,0.1657,1260
2,Mayesh,Stock White,Stock,420,720,0.5833,1260
3,Mayesh,Stock White,Stock,400,672,0.5952,1260
4,Mayesh,Stock White,Stock,410,641,0.6396,1260
1,Mayesh,Baby's Breath White - Xlence,,20,181,0.1105,1225
2,Mayesh,Baby's Breath White - Xlence,,820,720,1.1389,1225
3,Mayesh,Baby's Breath White - Xlence,,40,672,0.0595,1225
4,Mayesh,Baby's Breath White - Xlence,,345,641,0.5382,1225
1,Mayesh,Limonium - Misty White,,100,181,0.5525,1210
2,Mayesh,Limonium - Misty White,,235,720,0.3264,1210
3,Mayesh,Limonium - Misty White,,320,672,0.4762,1210
4,Mayesh,Limonium - Misty White,,555,641,0.8658,1210
1,Mayesh,Spray Rose Red - Rubicon,,120,181,0.663,1140
2,Mayesh,Spray Rose Red - Rubicon,,80,720,0.1111,1140
3,Mayesh,Spray Rose Red - Rubicon,,120,672,0.1786,1140
4,Mayesh,Spray Rose Red - Rubicon,,820,641,1.2793,1140
2,Mayesh,Pompon Novelty Bronze - Lexy,,10,720,0.0139,1020
3,Mayesh,Pompon Novelty Bronze - Lexy,,310,672,0.4613,1020
4,Mayesh,Pompon Novelty Bronze - Lexy,,700,641,1.092,1020
1,Mayesh,Cremon Mum White- Maisy,,10,181,0.0552,970
2,Mayesh,Cremon Mum White- Maisy,,160,720,0.2222,970
